전시회명,개최기간,개최국,개최도시,개최장소(베뉴),축제URL,축제소개
International Bulk Wine and Spirits Show UK (IBWSS UK),25. - 26. March 2027,United Kingdom of Great Britain and Northern Ireland,London,Christ Church Spitalfields Venue,ibwsshowuk.com/en/,"The International Bulk Wine and Spirits Show UK (IBWSS UK) is a leading industry event held annually in London. Organized by the Beverage Trade Network , the show has established itself as a key platform for buyers and sellers in the global wine and spirits industry. Its primary goal is to connect producers, distilleries, importers, and distributors, fostering new business opportunities and strengthening existing networks. IBWSS UK attracts a diverse range of exhibitors – including renowned wineries, distilleries, and importers. In addition to offering products for sale, many participants also provide services such as contract manufacturing and private label programs. This allows attendees to create customized products and bring them successfully to market. The comprehensive event program covers a wide array of current topics – from trends in bulk and private label production to modern marketing strategies and global market insights. Attendees particularly value the networking events, which enable professionals to connect and forge new partnerships, as well as the practical seminars and workshops led by top industry experts. A core focus of IBWSS UK is the sourcing of bulk wine and spirits and the opportunity to build direct relationships with private label suppliers. The event offers supermarkets, retailers, restaurants, and large-scale buyers an international platform to discover exclusive products for their portfolios. The show takes place at the stunning Christ Church Spitalfields Venue – one of London’s most architecturally significant Baroque churches. Located in the vibrant and creative district of Shoreditch, the venue combines historic charm with modern amenities, providing the perfect setting for IBWSS UK. The unique atmosphere of Christ Church Spitalfields lends the event a distinctive flair and creates an inspiring environment for networking, innovation, and business success."
Speciality and Fine Food Fair,05. - 07. April 2027,United Kingdom of Great Britain and Northern Ireland,London,ExCeL London,www.specialityandfinefoodfairs.co.uk,"The Speciality & Fine Food Fair (SFFF) is one of the leading trade fairs for premium food and drink specialties in the United Kingdom. Held annually in September at the prestigious ExCeL London in the heart of London, the event is organised by Montgomery International Ltd., a globally active and experienced trade show organiser. The fair is considered a must-attend event for professionals in the fine food trade, gastronomy, and high-end retail sectors. The fair serves as a platform for discovering and tasting innovative products from both the UK and abroad. It fosters meaningful dialogue among producers, buyers, retailers, importers, exporters, and hospitality professionals. The focus lies firmly on quality, authenticity, and taste – from award-winning cheeses and craft spirits to internationally recognised delicatessen products. With a clear emphasis on the evolving needs of a dynamic industry—where provenance, craftsmanship and sustainability play an increasingly vital role—the Speciality & Fine Food Fair provides targeted inspiration. Signature features such as “Pitch Live”, where emerging brands present their products to leading retailers, and the “Start-Up Village”, which showcases innovative newcomers, help bring the latest trends to light. A particular highlight is the curated education programme on the “Food for Thought” stage. Industry experts offer valuable insights into current developments, including trend forecasting, artificial intelligence in retail, ethical sustainability, gender diversity in the drinks sector, and cyber resilience. This knowledge-sharing format adds significant value beyond the product showcases. The newly designed Village Square serves as the central networking hub, offering space for regional tastings, moderated discussions, and business matchmaking. The fair experience is further enriched by immersive zones such as the Drinks Quarter, Wine Cellar and Great Taste Deli, where visitors can explore the latest flavour and consumer trends. Firmly rooted in London and the UK, the Speciality & Fine Food Fair highlights regional British specialties while simultaneously positioning the country as an international hub for fine food innovation. The historic ExCeL London, with its central location and excellent public transport links, offers ideal conditions for national and international trade visitors. For those seeking new impulses, a strong focus on quality, and opportunities to connect with thought leaders across the sector, the Speciality & Fine Food Fair remains an essential event on the industry calendar."
WEIN & more,10. - 11. April 2027,Germany,Landshut,Bernlochner Saal,www.wein-erlebnis-messe.de/weinmesse-landshut,"The Wein & More trade fair in Landshut is a small but fine, family wine fair in Lower Bavaria that focuses on the world of wines, spirits and culinary delights. The trade fair takes place in the Stadtsäle Bernlochner in Landshut, a modern and versatile event hall in the Bavarian city. It attracts numerous visitors from the region and beyond who are interested in high-quality wines, spirits and culinary delights. During the two-day event, numerous national and international exhibitors will present their products and services. It is organized by organizer Ingo Raibold, who is committed to bringing wine lovers and interested visitors together. Wein & More offers a wide range of wines, spirits, cheese, chocolate, delicatessen and other specialties from different regions and countries. The trade fair is a meeting point for winemakers, dealers, restaurateurs, sommeliers, trade visitors and wine lovers who want to exchange ideas about the latest trends, developments and innovations in the world of wine and gourmet enjoyment. In addition to the exhibition area, Wein & More offers a diverse supporting program ranging from tastings, seminars, workshops and specialist lectures to culinary shows and presentations. Experts and industry insiders share their knowledge and experiences with visitors and offer valuable information, tips and suggestions for selecting, storing and tasting wines and other products. The Wein & More in Landshut is not just a trade fair, but also a social event and therefore an ideal platform for enjoyment, information and exchange with like-minded people in a relaxed atmosphere."
Foodex Manufacturing Solutions,12. - 14. April 2027,United Kingdom of Great Britain and Northern Ireland,Birmingham,National Exhibition Center (NEC),www.foodex.co.uk,"Foodex Manufacturing Solutions is one of the United Kingdom’s leading trade exhibitions for the food and drink manufacturing industry. Open exclusively to trade visitors, the event provides a comprehensive overview of the latest developments across the entire food production value chain, from processing and packaging through to logistics, automation and sustainable manufacturing solutions. The exhibition takes place at the National Exhibition Centre (NEC) in Birmingham, one of the UK’s largest and most advanced exhibition venues. Foodex Manufacturing Solutions is held annually and organised by William Reed Ltd., a respected British media and events company specialising in the food, beverage and hospitality sectors. Drawing on the organiser’s extensive industry expertise, the event has established itself as a key meeting place for decision-makers, manufacturers, technology providers and industry professionals. The exhibition focuses on food processing solutions, packaging technologies, intralogistics, and digital and automated production systems. Visitors can explore the latest manufacturing and process technologies, including equipment for mixing, cutting, heating and cooling food products, as well as quality assurance and hygiene management systems. The event also showcases innovative packaging machinery, sustainable packaging solutions, coding and marking technologies, and end-of-line and palletising systems. Additional areas of focus include logistics and supply chain solutions, traceability systems, and warehousing and materials handling technologies for the food industry. Emerging technologies such as robotics, artificial intelligence, Industry 4.0 applications, Manufacturing Execution Systems (MES) and data-driven process optimisation are also strongly represented. Sustainability is another key theme, with exhibitors presenting energy-efficient production methods, resource-saving technologies, circular economy concepts and solutions designed to reduce carbon emissions throughout manufacturing and logistics operations. The exhibition covers a broad range of industry sectors, including meat processing, bakery production, dairy manufacturing, beverage production, fresh foods and seafood. Reflecting this diversity, exhibitors range from machinery and plant manufacturers to packaging specialists, automation providers, software developers, logistics companies and quality management service providers. Key visitor groups include production managers, plant and operations managers, engineers, technicians, quality managers, procurement professionals and senior executives from across the food and drink industry. The event also attracts professionals from the packaging, logistics, retail and research sectors, who attend to discover new technologies, gain insights into market trends and develop valuable business connections. Highlights of the exhibition include live demonstrations of advanced processing and packaging technologies, expert-led conference sessions and presentations showcasing innovative concepts for the factory of the future. The NEC provides a first-class exhibition environment with direct access to the UK motorway network, Birmingham International railway station and Birmingham Airport, which is located adjacent to the venue. This excellent transport infrastructure ensures that Foodex Manufacturing Solutions is easily accessible to both domestic and international visitors, providing an ideal platform for business development, networking and the exchange of forward-looking industry ideas."
Anuga Select Japan,13. - 15. April 2027,Japan,Tokyo,Tokyo Big Sight,www.anuga-japan.com,"Anuga Select Japan is a specialized trade fair for healthy and sustainable food and beverages, held at Tokyo Big Sight, Japan's largest exhibition center. This annual event attracts visitors and exhibitors from around the world who are interested in innovations in the food industry. The name Anuga represents a wide array of products and innovations showcased at the fair. The event aims to meet the growing demand for health-conscious and eco-friendly products, which is especially significant in East Asia where demographic shifts and climate change challenges play a central role. The main themes of the fair include delicacies, meat products, alternative protein sources, and vegan and vegetarian options. A broad range of beverages, from coffee to innovative refreshment drinks, is also presented. These reflect the global trend towards more sustainable and healthier dietary options. Anuga Select Japan serves not only as a platform for knowledge and product exchange but also as a showcase for Japan's unique contributions to food innovation. Exhibitors from various sectors, including food production and technology as well as beverage manufacturing, display their latest developments here. Visitors to the fair are professionals from the food and beverage industry, buyers from large retail chains, and representatives of organizations committed to health and sustainability. They are in search of new products that not only delight the palate but are also beneficial for health and the environment. As part of the globally recognized Anuga fairs, the event offers a comprehensive platform for the global food industry. The strikingly designed Tokyo Big Sight is located on the artificial island of Odaiba in Tokyo Bay and is easily accessible. Anuga Select Japan promises an exciting fair experience with deep insights into the future of the food industry, offering informative and inspiring moments as well as numerous networking opportunities."
UzFood,13. - 15. April 2027,Uzbekistan,Tashkent,Uzexpocentre,uzfoodexpo.uz,"UzFood is an international trade fair for food and beverages in Uzbekistan. Held annually in spring at the UEC Uzexpocentre in Tashkent, it serves as a key platform for industry professionals, companies, and experts. As the most important event of its kind in Central Asia, UzFood brings together exhibitors and visitors from various sectors, including producers, importers, exporters, retailers, restaurateurs, and food technologists. The fair is organized by Iteca Exhibitions, a company specializing in the organization of high-profile trade fairs. UzFood covers a wide spectrum of the food industry, showcasing the latest trends, products, and technologies. Key themes include food and beverages, such as meat and fish products, dairy products, baked goods, confectionery, frozen foods, and beverages. Additionally, ingredients and additives, including spices, flavors, organic products, and sweeteners, are a major focus. Another core area is food processing and packaging, featuring machinery for food production, innovative packaging solutions, and systems for labeling and quality assurance. The HoReCa sector (Hotels, Restaurants, Catering) also plays a significant role at UzFood. The fair presents professional kitchen equipment, bakery appliances, as well as coffee and tea accessories. Moreover, it highlights advancements in agricultural and agritech solutions, including modern greenhouse technologies, agricultural machinery, and innovations in seed and crop protection. A special highlight of UzFood is its live demonstrations, expert lectures, and conferences, which provide visitors with the opportunity to experience new technologies firsthand and engage with industry specialists on the latest developments. The fair plays a crucial role in advancing Uzbekistan’s food industry by fostering innovation, strengthening international business relations, and offering companies a platform to present themselves to a growing market. UzFood attracts companies from numerous sectors, including food production, gastronomy, retail, agriculture, and packaging technology. Its primary audience consists of decision-makers and professionals looking for new products, business partners, and innovative solutions. As Uzbekistan’s economic hub, Tashkent provides a modern infrastructure for trade fairs and congresses at the UEC Uzexpocentre. Conveniently located, the venue offers easy access from both the airport and the city center. This makes UzFood the ideal meeting point for businesses and experts to actively shape the future of the food and beverage industry in Uzbekistan and beyond."
WorldFood Poland,13. - 15. April 2027,Poland,Warsaw,Warszawskie Centrum EXPO XXI,www.worldfood.pl,"WorldFood Poland is an international fair dedicated to the fields of food and beverages, food processing, and packaging. As the largest food fair in Poland, it connects traders, retailers, manufacturers, and industry associations. The annual event takes place at the Warszawskie Centrum EXPO XXI in Warsaw, known for its excellent accessibility and modern facilities. Organized by Lentewenc Sp. z o.o. Ltd., a company experienced in the organization of trade fairs, ""WorldFood Poland"" offers a wide range of products and services. This includes raw materials, additives, food products, and beverages, as well as packaging and logistics solutions. Special attention is given to segments such as organic foods, functional foods, dietary supplements, and plant-based meat and dairy alternatives. The fair reflects the dynamism and diversity of the food industry, both in Poland and internationally, serving as a showcase for innovations and current trends. Highlights of the program include the ""WorldFood Gold Medal"" competition for outstanding products and various conferences and workshops with industry experts, addressing important topics like sustainable meat production and alternative protein sources. With a broad spectrum of exhibitors from the fields of food production, beverage manufacturing, technology, as well as packaging and logistics, the fair appeals to a diverse audience. This includes producers, suppliers, retailers, and wholesalers, as well as industry specialists, emphasizing the fair's significance for trade and networking. Finally, the Warszawskie Centrum EXPO XXI in Warsaw, with its modern infrastructure and central location, provides an ideal venue. The vibrant culture and history of Warsaw further enrich the experience for fair visitors. The good transport connections and proximity to accommodations and dining facilities make the fair center an attractive meeting point for professionals from around the world."
Bellavita,13. - 15. April 2027,Poland,Warsaw,Warszawskie Centrum EXPO XXI,www.bellavita.com/en/expo/warsaw,"The Bellavita Expo in Warsaw is a globally renowned trade fair dedicated to Italian food and beverages, held annually. It has established itself as a key platform for Italian producers to showcase their high-quality products to an international audience of professionals from the gastronomy, retail, and wholesale sectors. The event is organized by Bellavita Expo Ltd., a company committed to promoting Italian food and beverage culture worldwide. With a strong emphasis on authenticity and quality, the expo offers a unique opportunity to experience the richness and excellence of Italian cuisine up close. Visitors can explore a diverse range of products, from traditional specialties to innovative new offerings, including fine wines and spirits, premium cheeses, air-dried cured meats, handmade pasta, exquisite confectionery, and fresh fruits and vegetables. Italian coffee, gourmet delicacies, and convenience products also play a significant role in the exhibition. A highlight of the event is the live cooking demonstrations and tastings, where top Italian chefs showcase their skills and take guests on a culinary journey through Italy’s diverse regions. Competitions and award ceremonies add further excitement, recognizing outstanding products and innovations. The Bellavita Expo in Warsaw is exclusively open to industry professionals and serves as a central meeting point for buyers, importers, and distributors looking to expand their portfolios with premium Italian products. The fair provides an excellent platform for forging new business connections and establishing long-term trade relationships. Warsaw was strategically chosen as the venue due to its role as a dynamic commercial hub for Central and Eastern Europe. The expo is held in a modern event location that offers top-tier infrastructure and an ideal setting for business negotiations and product presentations. As part of the internationally expanding Bellavita series, which also takes place in other cities worldwide, the Bellavita Expo in Warsaw has become one of the most important industry events for Italian food and beverages. With a steadily growing number of exhibitors and visitors, it underscores its central role in the international trade of Italian delicacies year after year."
COFFeEAST,16. - 18. April 2027,Romania,Bucharest,Romexpo Exhibition Center,coffeeast.com,"COFFeEAST is a hybrid trade and cultural fair dedicated to speciality coffee. It brings together business, craft and community in a distinctive format. The event is organised by COFFEEAST FESTIVAL SRL, a Romanian company committed to strengthening the Eastern European coffee scene, fostering connections and raising its international profile. The fair takes place at the Romexpo Exhibition Center in Bucharest, the country’s leading exhibition and convention venue. This strategic location positions COFFeEAST at the heart of South Eastern Europe – a region experiencing rapid growth in hospitality, a wave of innovative roasteries and rising demand for speciality coffee. COFFeEAST covers the entire coffee value chain. Its core focus is Eastern Europe’s speciality coffee culture – from filter and espresso traditions to third-wave roasteries, independent cafés and emerging brands. At the same time, it serves as a dedicated trade platform for professional buyers and decision-makers. Exhibitors showcase state-of-the-art roasting technology, premium espresso machines and grinders, water treatment systems, digital POS and B2B solutions, as well as accessories, ceramics and design-led products. The portfolio is complemented by craft beverages, food concepts and carefully curated lifestyle brands that broaden the overall coffee experience. A defining feature of the fair is its hands-on programme. Workshops, cuppings, sensory sessions and expert talks provide both industry professionals and ambitious coffee enthusiasts with practical insights and applicable expertise. Baristas, roasters, traders, hospitality professionals, café owners, hoteliers, importers and start-ups use the event as a platform for networking, product launches and market entry into Eastern Europe. Highlights include competitions such as the GreatEast Cup – a barista championship featuring individual and team formats alongside creative and speed challenges. The programme also includes latte art throwdowns and live performance formats that spotlight craftsmanship, precision and innovation. In this way, COFFeEAST is not only a business platform but also a stage for talent and emerging trends. The Romexpo Exhibition Center is located in the north of Bucharest and is easily accessible from both Henri Coandă International Airport and the city centre. Modern halls, generous exhibition space and robust infrastructure provide ideal conditions for exhibitors and trade visitors alike. COFFeEAST is therefore far more than a conventional trade fair. It combines marketplace, knowledge platform and festival into a cohesive, carefully curated experience where coffee culture, technology and commercial exchange converge."
Coffee Expo Seoul,28 Apr. - 01 May. 2027,South Korea,Seoul,COEX Convention and Exhibition Center,www.coffeeexposeoul.com,"The ""Coffee Expo Seoul"" is an international trade fair for the coffee industry, held annually at the COEX Convention and Exhibition Center in Seoul since its inception in 2012. The name underscores its significance as a central meeting point for coffee enthusiasts and professionals. As the largest coffee expo in the first half of the year, it plays a vital role in the dynamically growing coffee industry of South Korea and Asia. Organized by COEX Convention & Exhibition Ltd., a renowned entity in the field of trade fairs and conventions, Coffee Expo Seoul impresses with its diverse themes and offerings. In addition to various forms of coffee – from whole beans to green and roasted coffee – it also includes filter coffee, coffee filters, and other utensils. Moreover, numerous raw materials, ingredients, machinery, and equipment are showcased. The range extends to gourmet foods, bakery and confectionery products, as well as tea variations. Topics such as furniture and store supplies, franchising, and services, as well as paper and packaging materials, are also represented at the expo. The expo provides a unique platform for exhibitors from various sectors, including coffee producers, suppliers of bakery and tea products, and machinery and equipment providers. It attracts a wide audience, comprising dealers, restaurateurs, baristas, and other professionals from the coffee industry, as well as lovers of gourmet products and beverages. A highlight of the expo is the World Superbarista Championships, a competition that showcases the skills and creativity of the best baristas. Additionally, the expo offers seminars, workshops, and coffee tastings, granting visitors unique insights into the latest trends and innovations in the industry. The Coffee Expo Seoul reflects the increasing importance and popularity of coffee in South Korea and makes a significant contribution to the development of both local and international coffee culture. The COEX in Seoul, the largest exhibition center in Korea, also serves as a cultural and commercial hotspot. Its central location in the heart of the city, surrounded by a variety of attractions and amenities, makes it an ideal venue for international events like the Coffee Expo Seoul."
FENAVIN,11. - 13. May 2027,Spain,Ciudad Real,Pabellón Ferial de Ciudad Real,www.fenavin.com,"FENAVIN – the Feria Nacional del Vino – is the leading trade fair for Spanish wines and a key meeting point for industry professionals, buyers, and producers. Its name, meaning “National Wine Fair”, already reflects its core mission: the targeted promotion of Spanish wine culture. Since its inception in 2001 by the Provincial Council of Ciudad Real, FENAVIN has evolved into a strategically important event in the international wine trade. It is unique in its exclusive focus on Spanish wines, comprehensive in representing all Spanish wine-growing regions, and highly practical in its commitment to fostering business connections and supporting export activities. Each year, the Pabellón Ferial in Ciudad Real opens its doors to trade visitors from around the world. Its central location in the province of Castilla-La Mancha offers clear logistical advantages—just 50 minutes from Madrid by high-speed train—while also anchoring the fair in a region with centuries of winemaking tradition. FENAVIN centers on Spanish wine exports, the cultivation of business relationships, and the professionalization of the trade. A structured system connects exhibitors and buyers efficiently. Digital tools allow participants to schedule meetings in advance, search specifically for products or suppliers, and prepare thoroughly—an approach that enhances efficiency and delivers measurable value. At the heart of this system lies the tailor-made “Contact with...” program. Exhibitors include renowned wineries, cooperatives, trade companies, and service providers in production, packaging, and distribution—exclusively showcasing Spanish wines and wine-based beverages. The range spans from small, family-run bodegas to large-scale producers with global reach. This offer is complemented by the “Wine Gallery”, a central tasting zone where visitors can systematically compare and sample hundreds of wines, independent of the exhibition stands. A high-quality supporting program of seminars, discussion panels, and expert lectures accompanies the fair. It addresses current topics in the wine industry, emerging market trends, and legal developments—positioning FENAVIN not only as a marketplace but also as a think tank for the sector. Visitors primarily come from the national and international wholesale and retail trade, the hospitality industry, as well as from import and distribution—decision-makers with clear purchasing intent and authority. Ciudad Real, located in the heart of Spain, offers a modern exhibition center with a functional infrastructure, free parking, and excellent transport connections—whether by car or AVE high-speed train. The city itself, with its historic charm, vibrant culinary scene, and proximity to major wine regions, invites guests to enrich their visit with cultural experiences. FENAVIN is therefore far more than a trade fair—it is a window into the soul of Spanish wine."
Allergy & Free From Show,15. - 16. May 2027,United Kingdom of Great Britain and Northern Ireland,Birmingham,National Exhibition Center (NEC),allergyshow.co.uk,"The Allergy & Free From Show in Birmingham, organised by Raccoon Media Group Ltd, is the leading event for health-conscious consumers focused on allergy-friendly lifestyles. It caters to individuals with allergies, respiratory conditions, food intolerances, eczema, or coeliac disease. Held annually at the NEC Birmingham—one of the UK’s largest and most modern exhibition centres—the event benefits from excellent transport links, spacious exhibition areas, and state-of-the-art infrastructure, offering ideal conditions for both visitors and exhibitors. The show provides a unique platform for direct interaction between visitors, manufacturers, experts, charities, and support groups. On display are allergen-free foods and beverages, skincare and haircare products, as well as household items designed to make daily life easier and improve the quality of life for those affected. A particular highlight is the diverse programme of events, including live cooking demonstrations, expert talks, and personalised advice sessions. These offer practical solutions and innovative approaches for living allergy-free. The programme is complemented by children’s activities, giving the show a family-friendly atmosphere that combines education with entertainment. For exhibitors, the event is a valuable opportunity to reach their target audience directly and receive immediate feedback on products and services. The show serves not only as a marketplace but also as a central hub for sharing knowledge and personal experiences. The Allergy & Free From Show in Birmingham is a key destination for anyone seeking safe and reliable solutions in dealing with allergies and intolerances. Year after year, it attracts thousands of visitors and hundreds of exhibitors—a place where information, innovation, and inspiration come together."
Fispal Sorvetes,18. - 21. May 2027,Brazil,Sao Paulo,Expo Center Norte,www.fispalfoodservice.com.br,"Fispal Sorvetes is a renowned trade fair for the ice cream and gastronomy industries. The acronym ""Fispal"" stands for ""Feira Internacional de Produtos e Serviços para a Alimentação"", which translates to ""International Fair for Products and Services in the Food Industry"". It takes place annually at the Expo Center Norte in São Paulo, Brazil, attracting industry professionals from around the world during the local winter months. Organized by Informa Markets, a global leader in trade fairs, Fispal Sorvetes provides a platform to showcase the latest products, services, and technologies for the ice cream industry and related gastronomy sectors. Main themes include product development technologies, cold chain optimization, logistics, and energy efficiency. The fair features equipment, products, and services specifically developed for the gastronomy sector, including innovative ice cream machines, ingredients, and packaging solutions. These offer a comprehensive overview of the current state and future trends of the industry. The fair is significant for São Paulo and Brazil as it brings together local and international experts, contributing to the global development of gastronomy. Highlights include numerous lectures and practical demonstrations by renowned chefs and industry experts. Workshops and consultations by highly specialized professionals are also a crucial part of the event. The main exhibitors and visitors come from food processing and gastronomy. The fair serves as a central meeting point for restaurateurs, manufacturers, and suppliers eager to explore the latest trends and technologies. Fispal Sorvetes is part of a larger family of fairs, including Fispal Food Service, and is often held concurrently with it. This arrangement provides participants with a unique opportunity to learn about various segments of the gastronomy industry and to network. The Expo Center Norte, the venue for the fair, is easily accessible due to its central location in São Paulo and features excellent infrastructure for international events. This makes it an ideal location for an international fair like Fispal Sorvetes, which attracts numerous visitors and professionals each year."
IFEX Philippines,20. - 22. May 2027,Philippines,Pasay,World Trade Center Metro Manila,www.ifexconnect.com/ifexphilippines,"The IFEX Philippines is an annual trade fair for Philippine and Asian food products and services, held at the World Trade Center Metro Manila in Pasay, Philippines. The goal of this event is to showcase the rich gastronomic tradition of the region and to establish connections between local producers and the global market. The fair presents thousands of food items, beverages, and spices from Manila and across the Philippines. It allows exhibitors to introduce their products to an international audience and to build direct business relationships. Visitors have the opportunity to enjoy a sensory experience by discovering a variety of flavors and interacting directly with vendors. A key feature of the IFEX Philippines is its role as a showcase for new ideas and trends in the food sector. Numerous international exhibitors use the fair to introduce their latest products and explore new business opportunities. It serves as an ideal platform for professionals to stay informed about current trends, forge partnerships, and connect with experienced manufacturers and suppliers. The World Trade Center Metro Manila, the venue for the event, offers a modern and accessible location for this international gathering. It is situated in the heart of the Manila metropolitan area and is equipped with extensive facilities designed specifically for large events. In summary, the IFEX Philippines is not only a trading platform and a place for exchanging expertise but also a cultural showcase that highlights the diversity and richness of Philippine and Asian cuisine."
Good Food & Wine Show,28. - 30. May 2027,Australia,Melbourne,MCEC - Melbourne Convention and Exhibition Center,goodfoodshow.com.au/melbourne,"The Good Food & Wine Show is one of Australia’s most prominent public exhibitions dedicated to culinary excellence. Since its inception in 2001, it has served as a key platform for indulgence, innovation, and exchange within the Australian food and beverage industry. Today, the name represents far more than just fine food and wine—it embodies a comprehensive experience centered around premium gastronomy, exclusive tastings, and the latest gourmet trends. Each year, the show opens its doors at the Melbourne Convention and Exhibition Centre (MCEC)—Australia’s largest and most modern event venue, located on the banks of the Yarra River in the heart of Melbourne. The event is organized by Spectapular Enterprises Pty Ltd, an experienced event management company specializing in the creation of impactful, brand-defining experiences. At the heart of the exhibition is the theme of indulgence, with a focus on food, wine, spirits, hospitality, kitchen technology, and culinary tourism. Visitors can look forward to a diverse program that includes live cooking demonstrations by renowned Australian chefs such as Alastair McLeod, themed masterclasses on chocolate, cheese, or gin, and over 300 carefully curated exhibitors. The show features everything from artisanal delicacies to cutting-edge kitchen solutions. Particularly popular are experiences such as the guided Wine Selectors Tasting Rooms , chocolate journeys led by pastry chef Kirsten Tibballs, and exclusive martini workshops with tailored food pairings. A standout highlight is the Good Food Village —a bustling market hall featuring select producers and artisanal makers—as well as the Cheese Corner , which showcases the diversity and creativity of Australian cheesemaking. The event appeals to a wide audience: from hobby chefs and gourmet enthusiasts to industry professionals in hospitality, retail, and tourism. At the same time, it serves as a stage for Australia’s culinary identity, illustrating how vibrantly the industry has evolved as both a creative and economic driving force. The Good Food & Wine Show is not limited to Melbourne; it is part of a national event series that also includes cities like Sydney, Brisbane, and Perth. This makes it the premier traveling culinary exhibition in Australia. Visitors can expect an immersive, high-quality experience featuring VIP offerings, interactive tastings, and expert insights—all within an atmosphere that brings the joy of food and drink to life in a unique way. The MCEC impresses with its central location, excellent public transport connections, and state-of-the-art infrastructure. As a cultural and culinary capital, Melbourne provides the perfect backdrop for an event that seamlessly blends gastronomy, lifestyle, and innovation."
Good Food & Wine Show,25. - 27. June 2027,Australia,Sydney,International Convention Centre ICC,goodfoodshow.com.au/sydney,"The Good Food & Wine Show is an annual consumer exhibition that has established itself as a central event for culinary enthusiasts. The event is organized by Diversified Communications Australia at the renowned International Convention Centre (ICC) in Sydney, a leading company specializing in trade fairs. It offers a unique platform to discover the latest trends and innovations in the food and wine industry. Each year, the fair attracts thousands of food connoisseurs, wine lovers, and industry experts. The Good Food & Wine Show showcases an impressive variety of products and services covering a wide range of culinary topics. This includes wines from renowned Australian wine regions such as the Barossa Valley and Margaret River, craft beers, spirits, gourmet snacks, cheese, chocolate, and a selection of kitchen utensils and appliances. Numerous exhibitors from the food, beverage, hospitality, kitchen technology, and tourism sectors present their latest offerings, offering exclusive tastings and interactive cooking demonstrations. Highlights of the event include wine and food tastings, as well as interactive masterclasses conducted by industry experts. Live cooking demonstrations by famous Australian chefs such as Curtis Stone and Maggie Beer give visitors exciting insights into preparing exclusive dishes. Additionally, participants can attend special events such as the RIEDEL Wine Glass Experience or the Chocolate Appreciation Masterclass to deepen their knowledge of the art of wine and chocolate enjoyment. The Good Food & Wine Show fosters cultural and economic ties with Australia by showcasing the country's culinary traditions and innovative spirit, while also encouraging international exchange. The events take place not only in Sydney but also in other cities like Melbourne, Brisbane, and Perth, giving the fair national significance. It is particularly noteworthy that the fair offers professionals in the gastronomy, wine production, food manufacturing, and tourism industries valuable opportunities to network, maintain business relationships, and explore new markets. The primary visitors are both professionals from the foodservice and wine industries and culinary enthusiasts interested in the latest products and trends. The ICC Sydney, a modern and environmentally sustainable exhibition center in Darling Harbour, is the ideal venue for such a significant event. It offers top-notch facilities and is easily accessible for both local and international visitors. Surrounded by a vibrant atmosphere and numerous recreational opportunities, it provides the perfect location for an exhibition that stimulates all the senses and delights with a wide range of culinary experiences."
FHI Food & Hotel Indonesia,21. - 24. July 2027,Indonesia,Jakarta,JIExpo Jakarta International Expo,foodhotelindonesia.com,"FHI Food & Hotel Indonesia is one of the most prominent and internationally recognized trade fairs for the gastronomy, hospitality, and food industries in Southeast Asia. It is organized by PT Pamerindo Indonesia, a member of the Informa Markets Group—one of the world’s leading organizers of B2B events. Held biennially at the Jakarta International Expo (JIExpo)—Indonesia’s largest and most modern exhibition center—the fair benefits from a prime location with direct access to international airports, a wide range of nearby accommodations, and well-developed transport infrastructure. The choice of venue underscores Jakarta’s role as the nation’s economic and cultural hub. The exhibition comprehensively covers the entire spectrum of the foodservice and hospitality industries—from food and beverages to kitchen technology, interior design, and packaging innovation. Visitors gain insight into the latest developments and offerings, including fresh seafood, plant-based alternatives, Halal-certified products, state-of-the-art kitchen appliances, digital service systems, and innovative beverage selections such as coffee, tea, wine, spirits, and alcohol-free options. The event is geared toward professionals from the hotel and restaurant sectors, trade, consultancy, and investment. Decision-makers in procurement and operations, as well as exhibitors from food production, technology, interior design, and service industries, use the platform to establish a foothold in Indonesia’s dynamic market—an increasingly attractive destination thanks to its young population and rapidly growing tourism sector. A standout feature of the FHI is its extensive supporting program. The FHI Food Academy offers hands-on workshops, such as “Experience the Art of Vegan Cooking,” that provide valuable opportunities for professional development. Industry talks and expert panels address emerging trends, innovations, and strategic insights. The ""Innovation Spotlight"" format highlights advances in hospitality technology and digital transformation. Competitions like the Salon Culinaire and the World Fashion Drinks Competition foster creativity and showcase emerging talent. In addition, structured networking programs and targeted business matchings facilitate valuable commercial connections. FHI Food & Hotel Indonesia is an essential platform for professionals across the food, beverage, and hospitality sectors looking to strengthen their market presence, discover new products, and build international partnerships. The Jakarta International Expo serves as an ideal venue with its modern infrastructure, professional event management, and excellent accessibility—a space that brings together innovation and collaboration in the heart of a vibrant, emerging metropolis."
